student_id,birthday,gender,nationality
14011499274,1982-04-25,M,Algérienne
14011097290,1991-05-04,M,Algérienne
14011298615,1994-02-25,F,Algérienne
14011399247,1982-01-26,F,Algérienne
14011298617,1993-09-09,F,Algérienne
14011399251,1982-02-09,F,Algérienne
14011097102,1992-04-20,F,Algérienne
14011298622,1992-11-08,F,Algérienne
14011499272,1981-10-20,M,Algérienne
14011298627,1993-07-13,M,Algérienne
14011097300,1991-06-25,M,Algérienne
14010796647,1987-05-25,M,Algérienne
14011499270,1981-03-28,M,Algérienne
14011097496,1991-02-16,M,Algérienne
14011097152,1990-06-15,M,Algérienne
14011298636,1993-01-15,F,Algérienne
14011298637,1994-01-20,F,Algérienne
14011499276,1985-06-08,M,Algérienne
14011299188,1993-08-12,M,Algérienne
14011298645,1994-06-23,M,Algérienne
14011097177,1992-03-29,M,Algérienne
14011499286,1984-12-25,M,Algérienne
14011298662,1993-05-18,F,Algérienne
14011298667,1994-01-08,M,Algérienne
14011298668,1992-11-26,F,Algérienne
14011298670,1992-07-25,M,Algérienne
14011298672,1993-12-06,M,Algérienne
14011298682,1993-09-27,M,Algérienne
14011298686,1994-09-13,M,Algérienne
14011298687,1993-01-19,M,Algérienne
14011298688,1992-10-27,M,Algérienne
14011298696,1994-03-09,F,Algérienne
14011298705,1992-12-16,F,Algérienne
14011298706,1992-09-13,M,Algérienne
14011298710,1993-10-30,M,Algérienne
14011298711,1994-01-01,F,Algérienne
14011298736,1994-04-12,F,Algérienne
14011097478,1992-05-29,F,Algérienne
14011097544,1990-10-29,M,Algérienne
14011298895,1993-06-15,F,Algérienne
14011298919,1993-06-13,F,Algérienne
14011298925,1994-04-25,M,Algérienne
14011298927,1994-02-25,F,Algérienne
14011298935,1994-05-15,F,Algérienne
14011298818,1991-08-10,M,Algérienne
14011298823,1993-01-08,M,Algérienne
14011298838,1993-10-28,F,Algérienne
14011298846,1992-04-28,F,BURUNDI
14011298763,1994-12-05,F,Algérienne
14011298764,1993-12-16,M,Algérienne
14011298765,1993-06-16,M,Algérienne
14011298787,1993-09-06,M,Algérienne
14011197808,1992-09-22,F,Algérienne
14011298955,1993-01-29,M,Algérienne
14011298962,1990-10-20,M,GUINEENNE
14011298964,1990-05-19,F,GUINEENNE
14011298977,1993-11-25,F,Algérienne
14011298979,1993-10-03,F,Algérienne
14011299010,1993-09-04,F,Algérienne
14011299024,1993-12-10,F,Algérienne
14011299032,1994-03-01,F,Algérienne
14011299038,1993-12-19,F,Algérienne
14011299110,1991-08-11,M,Algérienne
14011299116,1994-03-14,M,Algérienne
14011299118,1993-10-16,F,Algérienne
14011299122,1993-09-22,F,Algérienne
14011299136,1994-04-16,M,Algérienne
14011299174,1993-06-04,M,Algérienne
14011299180,1990-10-07,M,Malienne
14011198397,1992-07-03,F,Algérienne
14011198521,1993-03-19,F,Algérienne
14011197960,1992-03-20,F,Algérienne
14011197993,1993-08-06,F,Algérienne
14011198113,1993-02-01,F,Algérienne
14011599307,1993-08-21,F,Algérienne
14011198180,1992-03-17,M,Algérienne
14011198183,1989-07-12,M,Algérienne
14011198194,1991-08-18,M,Algérienne
14011198198,1992-10-11,M,Algérienne
14011198259,1993-07-13,M,Algérienne
14011198436,1993-03-04,M,Algérienne
14011198512,1991-09-30,M,Algérienne
14011198524,1991-08-31,M,Algérienne
14011198566,1991-02-26,M,Algérienne
14011198588,1993-05-12,F,Algérienne
14011298851,1992-04-03,M,Burundi
14011298861,1993-09-13,F,Algérienne
14011298862,1991-11-14,M,BURUNDAISE
14011298871,1992-05-18,M,BURUNDAISE
14011298877,1988-09-09,M,Algérienne
14011097068,1992-08-04,F,Algérienne
14011097517,1990-02-03,F,Algérienne
14011399236,1972-05-12,M,Algérienne
14011399238,1980-06-16,F,Algérienne
14011399240,1987-11-13,F,Algérienne
14011097074,1990-07-11,M,Algérienne
14011198520,1992-08-28,F,Algérienne
14011298612,1992-02-05,M,Algérienne
14011299184,1991-08-11,M,Algérienne
14011599290,1983-11-14,F,Algérienne
14011298614,1993-08-24,F,Algérienne
14011399245,1978-08-03,M,Algérienne
14011097731,1987-11-21,F,Algérienne
14010796588,1988-08-06,F,Algérienne
14011097084,1989-03-27,F,Algérienne
14011097086,1991-03-01,M,Algérienne
14011097514,1991-06-26,M,Algérienne
14011298618,1991-10-21,F,Algérienne
14011399249,1981-05-10,M,Algérienne
14011599305,1978-08-26,M,Algérienne
14011097092,1991-06-28,M,Algérienne
14011097098,1991-04-01,F,Algérienne
14011298620,1993-01-07,F,Algérienne
14011399255,1983-03-22,M,Algérienne
14011599304,1982-12-21,F,Algérienne
14011399259,1980-05-25,F,Algérienne
14010796607,1988-07-30,F,Algérienne
14011097509,1990-11-23,F,Algérienne
14011298623,1992-07-18,F,Algérienne
14011097507,1991-05-10,F,Algérienne
14011298624,1994-03-19,M,Algérienne
14010796618,1986-09-21,F,Algérienne
14011097112,1991-11-02,M,Algérienne
14011298626,1993-06-07,M,Algérienne
14011097489,1991-08-27,M,Algérienne
14011298629,1993-06-14,F,Algérienne
14011399261,1983-05-16,M,Algérienne
14011399266,1983-05-12,M,Algérienne
14011097114,1991-05-15,F,Algérienne
14011198541,1991-04-01,M,Algérienne
14011097118,1991-12-22,F,Algérienne
14011097480,1991-12-14,F,Algérienne
14011298630,1994-02-28,F,Algérienne
14010796642,1989-04-16,M,Algérienne
14011097124,1991-09-12,F,Algérienne
14011097126,1992-04-02,M,Algérienne
14011298631,1994-03-10,F,Algérienne
14011298633,1993-05-12,F,Algérienne
14011399264,1991-04-23,M,Algérienne
14011399268,1983-10-16,F,Algérienne
14011097134,1990-06-24,M,Algérienne
14011097136,1991-06-22,M,Algérienne
14011097138,1990-12-06,M,Algérienne
14011298634,1992-09-28,F,Algérienne
14011097140,1990-08-11,M,Algérienne
14011097142,1990-01-16,M,Algérienne
14011097144,1989-10-08,M,Algérienne
14011298635,1993-09-19,F,Algérienne
14011499288,1980-03-11,F,Algérienne
14011097150,1989-01-11,M,Algérienne
14011097154,1991-07-28,M,Algérienne
14010796669,1990-06-20,F,Algérienne
14011599306,1980-05-21,M,Algérienne
14011097156,1990-03-15,M,Algérienne
14010796674,1989-07-24,M,Algérienne
14010796676,1987-04-10,M,Algérienne
14011097163,1992-01-07,M,Algérienne
14011097313,1988-07-26,M,Algérienne
14011097308,1989-09-17,M,Algérienne
14011097310,1989-09-26,M,Algérienne
14011097312,1990-05-24,M,Algérienne
14011097317,1991-03-23,F,Algérienne
14010896693,1989-01-15,F,Algérienne
14010896694,1987-01-01,M,Algérienne
14011298638,1993-01-20,F,Algérienne
14010896697,1990-06-21,F,Algérienne
14010896698,1985-11-09,M,Algérienne
14011097169,1989-11-18,M,Algérienne
14011298639,1992-02-09,M,Algérienne
14011499283,1985-02-09,M,Algérienne
14010896704,1983-08-01,F,Algérienne
14011298640,1993-04-19,F,Algérienne
14011599295,1979-05-08,M,Algérienne
14011499280,1983-01-01,F,Algérienne
14011499285,1984-12-01,M,Algérienne
14011097173,1991-07-21,M,Algérienne
14011097490,1989-01-01,M,Algérienne
14011298641,1994-04-23,F,Algérienne
14011298644,1992-01-02,M,Algérienne
14010896712,1988-07-12,F,Algérienne
14010896713,1986-12-04,F,Algérienne
14010896714,1984-08-04,F,Algérienne
14010896715,1990-01-07,F,Algérienne
14010896716,1987-11-20,F,Algérienne
14011197861,1993-02-05,F,Algérienne
14011298647,1992-02-21,M,Algérienne
14010896726,1990-11-07,F,Algérienne
14011097179,1990-02-21,M,Algérienne
14011298649,1991-10-22,F,Algérienne
14011599300,1990-05-14,M,Algérienne
14010896732,1989-05-07,F,Algérienne
14011097181,1991-12-11,F,Algérienne
14011097609,1981-10-18,M,Algérienne
14011298650,1993-09-28,M,Algérienne
14011298651,1994-03-24,M,Algérienne
14011298652,1992-01-30,M,Algérienne
14011298653,1992-02-04,F,Algérienne
14011298654,1990-11-07,F,Algérienne
14011298655,1993-07-31,F,Algérienne
14011298656,1993-01-01,F,Algérienne
14011298657,1992-08-10,F,Algérienne
14011298659,1992-08-01,F,Algérienne
14010896752,1989-07-18,F,Algérienne
14010896754,1988-11-04,F,Algérienne
14010896755,1988-04-06,F,Algérienne
14010896756,1990-08-12,F,Algérienne
14010896757,1990-03-05,M,Algérienne
14011298660,1993-08-25,M,Algérienne
14011298661,1993-04-14,M,Algérienne
14010896767,1990-07-30,M,ABIDJAN 
14010896770,1990-06-16,F,Algérienne
14010896774,1990-06-17,F,Algérienne
14010896775,1990-06-23,F,Algérienne
14011298663,1993-02-27,M,Algérienne
14010896777,1987-03-04,M,Algérienne
14011599303,1991-08-05,M,MALIENNE
14011599299,1988-07-09,M,CONGO
14010896785,1988-10-03,F,Algérienne
14010896786,1989-11-14,M,Algérienne
14011097191,1991-12-13,F,Algérienne
14011198465,1992-10-29,F,Algérienne
14010896788,1988-05-17,M,Algérienne
14011298664,1993-01-19,M,Algérienne
14010896792,1990-11-24,F,Algérienne
14010896793,1989-05-07,M,Algérienne
14010896796,1990-01-31,M,Algérienne
14010896800,1990-01-19,M,Algérienne
14010896801,1989-01-23,F,Algérienne
14011298665,1993-10-01,F,Algérienne
14010896805,1991-01-18,F,Algérienne
14011097197,1989-11-04,F,Algérienne
14010896807,1991-01-17,F,Algérienne
14010896808,1990-02-17,F,Algérienne
14010896810,1990-06-21,F,Algérienne
14010896811,1990-02-13,F,Algérienne
14010896812,1990-02-26,M,Algérienne
14010896815,1990-03-22,F,Algérienne
14010896817,1987-08-08,M,Algérienne
14010896819,1987-05-25,M,Algérienne
14010896820,1989-03-07,M,Algérienne
14010896823,1990-04-03,M,Algérienne
14011298669,1993-08-04,M,Algérienne
14010896826,1989-01-07,M,Algérienne
14010896828,1990-07-05,F,Algérienne
14011097201,1992-04-20,F,Algérienne
14010896829,1989-08-26,F,Algérienne
14010896833,1988-10-26,M,Algérienne
14011298671,1992-11-14,M,Algérienne
14010896840,1989-07-05,M,Algérienne
14010896842,1990-01-14,F,Algérienne
14010896846,1983-05-23,M,Algérienne
14010896848,1991-07-09,F,Algérienne
14010896850,1988-05-08,M,Algérienne
14010896851,1988-06-19,M,Algérienne
14010896853,1991-11-09,F,Algérienne
14010896856,1990-01-06,F,Algérienne
14011097203,1991-03-21,F,Algérienne
14011097205,1990-10-29,F,Algérienne
14011298673,1991-06-17,F,Algérienne
14010996865,1989-11-05,M,Algérienne
14010996868,1989-12-11,M,Algérienne
14011298675,1994-01-02,F,Algérienne
14011298677,1993-01-16,M,Algérienne
14010996870,1988-12-29,M,Algérienne
14010996871,1989-07-13,M,Algérienne
14011097488,1988-03-02,F,Algérienne
14010996873,1989-12-07,M,IVOIRIENNE
14010996876,1989-10-19,F,Algérienne
14010996879,1981-03-05,M,Algérienne
14010996881,1988-11-15,M,Algérienne
14010996883,1984-12-04,F,Algérienne
14010996884,1991-03-09,M,Algérienne
14010996885,1988-01-08,M,Algérienne
14010996887,1989-08-13,F,Algérienne
14010996890,1987-11-07,M,Algérienne
14010996891,1990-08-06,M,Algérienne
14011298678,1993-03-29,M,Algérienne
14010996893,1990-07-29,M,Algérienne
14011298679,1992-08-03,M,Algérienne
14011298680,1992-01-05,M,Algérienne
14010996907,1991-01-19,F,Algérienne
14011298683,1993-05-05,M,Algérienne
14010996909,1987-07-26,M,Algérienne
14010996910,1989-12-03,M,Algérienne
14010996911,1988-02-15,M,Algérienne
14010996912,1990-09-13,F,Algérienne
14010996913,1988-05-31,M,Algérienne
14010996918,1990-01-03,F,Algérienne
14011197863,1993-01-03,F,Algérienne
14011298684,1992-02-01,M,Algérienne
14010996919,1988-12-11,F,Algérienne
14010996920,1989-09-26,M,Algérienne
14010996922,1989-07-06,M,Algérienne
14010996926,1990-10-28,F,Algérienne
14010996927,1990-02-13,F,Algérienne
14010996928,1988-12-22,M,Algérienne
14011298685,1993-08-22,F,Algérienne
14010996932,1989-12-23,M,Algérienne
14011298689,1990-10-07,F,Algérienne
14010996935,1990-01-02,F,Algérienne
14010996936,1988-09-20,F,Algérienne
14011298690,1993-12-27,F,Algérienne
14011097506,1986-09-20,M,Algérienne
14010996942,1985-01-22,M,Algérienne
14010996944,1990-04-11,F,Algérienne
14010996945,1989-02-13,F,Algérienne
14011599296,1989-10-13,F,Algérienne
14010996949,1991-01-23,M,Algérienne
14011298691,1993-03-20,F,Algérienne
14010996951,1988-10-25,M,Algérienne
14010996956,1987-01-01,M,Algérienne
14011198519,1990-09-13,M,Algérienne
14010996958,1990-11-30,M,Algérienne
14010996959,1987-01-01,M,Algérienne
14011298692,1993-01-01,F,Algérienne
14010996960,1990-07-07,F,Algérienne
14010996961,1991-04-23,M,Algérienne
14011298693,1993-03-10,M,Algérienne
14010996965,1990-12-12,F,Algérienne
14010996969,1991-11-18,F,Algérienne
14011298694,1993-12-26,M,Algérienne
14011298695,1994-03-26,M,Algérienne
14010996974,1991-05-21,F,Algérienne
14010996976,1987-10-08,M,Algérienne
14010996978,1989-11-16,M,Algérienne
14010996979,1989-12-20,M,Algérienne
14011298697,1992-02-10,M,Algérienne
14010996985,1989-02-11,F,Algérienne
14010996986,1987-09-07,F,Algérienne
14010996987,1986-03-22,F,Algérienne
14010996988,1986-10-09,M,Algérienne
14010996989,1988-10-19,F,Algérienne
14010996990,1984-06-16,M,Algérienne
14010996991,1988-10-27,F,Algérienne
14010996992,1989-09-06,F,Algérienne
14010996993,1988-03-21,M,Algérienne
14010996994,1988-04-16,F,Algérienne
14010996996,1988-11-13,M,Algérienne
14011298698,1993-08-30,F,Algérienne
14010996997,1987-08-01,F,Algérienne
14010996999,1989-07-11,F,Algérienne
14010997000,1984-11-20,M,Algérienne
14010997001,1989-06-05,M,Algérienne
14010997002,1988-08-04,M,Algérienne
14010997003,1986-05-09,F,Algérienne
14010997004,1983-12-25,M,Algérienne
14010997006,1988-04-11,M,Algérienne
14010997007,1984-09-09,M,Algérienne
14010997009,1985-01-28,F,Algérienne
14010997010,1987-03-04,M,Algérienne
14010997011,1985-02-01,F,Algérienne
14011298699,1977-05-14,M,Algérienne
14011298700,1994-03-18,F,Algérienne
14010997013,1989-04-08,F,Algérienne
14010997014,1987-09-15,M,Algérienne
14010997015,1987-02-16,M,Algérienne
14010997016,1987-10-04,M,Algérienne
14010997018,1987-11-06,F,Algérienne
14010997020,1989-10-10,M,TOGOLAISE
14010997022,1987-04-21,M,BORKINABIENNE
14010997023,1989-11-21,M,Algérienne
14010997024,1988-03-09,F,Algérienne
14011298701,1992-02-01,M,Algérienne
14010997025,1986-02-08,M,Algérienne
14010997027,1984-10-22,M,Algérienne
14010997029,1990-03-24,M,Algérienne
14011298702,1993-08-26,F,Algérienne
14011298703,1994-02-13,F,Algérienne
14010997030,1986-04-28,M,Algérienne
14010997031,1988-07-13,F,Algérienne
14010997034,1990-02-26,M,Algérienne
14010997035,1990-12-15,M,Algérienne
14010997036,1989-12-04,F,Algérienne
14010997037,1989-09-06,F,Algérienne
14010997038,1989-09-06,F,Algérienne
14010997039,1989-08-17,M,Algérienne
14010997043,1990-02-05,M,Algérienne
14010997044,1989-05-13,M,Algérienne
14010997045,1990-11-06,F,Algérienne
14010997046,1988-10-12,M,Algérienne
14011298704,1993-08-09,M,Algérienne
14010997051,1986-09-10,F,Algérienne
14010997053,1990-08-10,M,Algérienne
14010997056,1987-12-29,M,Algérienne
14010997057,1987-01-15,M,Algérienne
14011097209,1988-09-02,F,Algérienne
14010997058,1963-01-28,M,Algérienne
14010997060,1988-05-28,M,Algérienne
14010997062,1987-08-08,F,Algérienne
14010997063,0187-03-16,M,Algérienne
14011097211,1990-11-13,F,Algérienne
14011298707,1992-07-20,F,Algérienne
14010696406,1988-04-11,M,Algérienne
14011197795,1992-02-08,F,Algérienne
14011298709,1993-08-29,F,Algérienne
14010696407,1989-03-21,M,Algérienne
14010696408,1981-09-14,M,Algérienne
14010696409,1989-02-11,F,Algérienne
14010696410,1988-01-05,F,Algérienne
14010696411,1986-11-13,M,Algérienne
14010696412,1987-11-21,F,Algérienne
14010696413,1987-09-07,F,Algérienne
14010696414,1988-01-19,M,Algérienne
14010696415,1986-03-22,F,Algérienne
14010696416,1988-08-23,M,Algérienne
14010696417,1989-07-11,F,Algérienne
14010696418,1986-10-09,M,Algérienne
14010696419,1987-03-01,M,Algérienne
14010696420,1984-07-27,M,Algérienne
14010696421,1988-08-05,M,Algérienne
14010696422,1987-03-03,M,Algérienne
14010696423,1986-09-20,F,Algérienne
14011097215,1992-01-05,F,Algérienne
14011097217,1991-06-14,F,Algérienne
14011097222,1990-09-28,F,Algérienne
14010696449,1987-01-01,M,Algérienne
14011097224,1991-09-18,F,Algérienne
14011097226,1990-01-08,F,Algérienne
14011097228,1992-08-04,F,Algérienne
14011097230,1991-08-23,F,Algérienne
14011097487,1991-06-25,F,Algérienne
14011298712,1993-06-16,F,Algérienne
14011298713,1993-05-09,F,Algérienne
14011097234,1990-08-08,F,Algérienne
14011298715,1991-07-26,M,Algérienne
14011299186,1993-06-18,M,Algérienne
14011298716,1991-04-10,M,Algérienne
14011097495,1992-04-07,F,Algérienne
14011097246,1991-10-19,F,Algérienne
14011298718,1992-09-21,F,Algérienne
14010696529,1988-02-06,M,Algérienne
14011097252,1988-06-12,F,Algérienne
14011097254,1991-04-09,F,Algérienne
14011097258,1989-03-21,F,Algérienne
14010796554,1983-12-03,F,Algérienne
14011097262,1991-11-13,F,Algérienne
14011298720,1990-01-16,M,Algérienne
14011298721,1993-12-05,M,Algérienne
14011599301,1982-11-11,M,Algérienne
14011097264,1990-01-30,F,Algérienne
14011097268,1991-09-17,F,Algérienne
14011097270,1991-09-08,F,Algérienne
14011097320,1991-02-05,F,Algérienne
14011097322,1991-01-24,F,Algérienne
14011097610,1989-07-15,M,Algérienne
14011298722,1993-02-25,M,Algérienne
14011097326,1990-03-14,F,Algérienne
14011097328,1988-04-29,F,Algérienne
14011097334,1989-12-07,F,Algérienne
14011298724,1993-07-29,M,Algérienne
14011097342,1991-09-27,F,Algérienne
14011097337,1991-08-22,F,Algérienne
14011097341,1990-04-04,F,Algérienne
14011298725,1993-03-14,M,Algérienne
14011097345,1992-08-21,F,Algérienne
14011097348,1988-11-18,F,Algérienne
14011097349,1990-08-20,F,Algérienne
14011097350,1992-10-01,F,Algérienne
14011298726,1993-05-29,F,Algérienne
14011298727,1993-02-04,F,Algérienne
14011097357,1990-02-23,F,Algérienne
14011097359,1991-06-07,F,Algérienne
14011097503,1991-01-15,F,Algérienne
14011097500,1991-04-29,F,Algérienne
14011097499,1991-01-30,F,Algérienne
14011298728,1994-02-06,M,Algérienne
14011097368,1991-07-29,F,Algérienne
14011097369,1990-01-01,F,Algérienne
14011097370,1990-07-10,F,Algérienne
14011097375,1992-08-17,F,Algérienne
14011097379,1992-02-16,F,Algérienne
14011097382,1989-09-29,M,Algérienne
14011097383,1991-03-15,M,Algérienne
14011298729,1990-12-30,M,Algérienne
14011097385,1991-08-07,M,Algérienne
14011097387,1991-04-27,M,Algérienne
14011097389,1990-01-01,M,Algérienne
14011097390,1990-07-04,M,Algérienne
14011097497,1990-07-16,M,Algérienne
14011097393,1988-07-19,M,Algérienne
14011097396,1992-03-09,M,Algérienne
14011097399,1989-07-29,M,Algérienne
14011097404,1990-01-15,M,Algérienne
14011097411,1988-10-15,M,Algérienne
14011097413,1989-07-09,M,Algérienne
14011097415,1990-07-06,M,Algérienne
14011097416,1990-09-03,M,Algérienne
14011097418,1987-09-01,M,Algérienne
14011097419,1988-11-05,M,Algérienne
14011097423,1989-02-12,M,Algérienne
14011097425,1987-01-01,M,Algérienne
14011097433,1991-06-17,M,Algérienne
14011097436,1991-12-23,M,Algérienne
14011298731,1993-02-22,F,Algérienne
14011298732,1992-01-27,M,Algérienne
14011097510,1990-10-11,F,Algérienne
14011097513,1991-04-29,F,Algérienne
14011097516,1991-06-06,F,Algérienne
14011097512,1991-01-18,F,Algérienne
14011097515,1991-12-12,F,Algérienne
14011097543,1991-11-06,M,Algérienne
14011298733,1992-11-13,F,Algérienne
14011097451,1991-06-02,F,Algérienne
14011097452,1991-08-10,F,Algérienne
14011097454,1991-09-22,F,Algérienne
14011097455,1991-08-12,F,Algérienne
14011097456,1991-11-22,F,Algérienne
14011097458,1989-12-26,F,Algérienne
14011097460,1988-07-14,F,Algérienne
14011097463,1989-04-01,F,Algérienne
14011097464,1989-05-31,F,Algérienne
14011097468,1991-05-26,F,Algérienne
14011298734,1993-05-19,F,Algérienne
14011298738,1990-12-19,M,Algérienne
14011097522,1991-01-25,F,Algérienne
14011097524,1990-01-20,F,Algérienne
14011097529,1990-10-14,F,Algérienne
14011599297,1990-04-17,F,Algérienne
14011097535,1992-06-29,F,Algérienne
14011097537,1988-11-23,F,Algérienne
14011097538,1991-09-26,F,Algérienne
14011097542,1991-08-27,M,Camerounaise
14011097554,1990-11-13,M,Algérienne
14011097555,1989-05-13,M,Algérienne
14011097557,1990-05-14,M,Algérienne
14011097559,1991-02-22,M,Algérienne
14011298739,1993-01-06,F,Algérienne
14011097560,1990-12-07,M,Algérienne
14011198432,1990-07-11,M,Algérienne
14011097567,1991-09-30,M,Algérienne
14011298740,1993-01-13,F,Algérienne
14011097569,1992-08-07,M,Algérienne
14011097571,1991-02-13,M,Algérienne
14011298741,1992-06-08,F,Algérienne
14011298742,1993-07-15,F,Algérienne
14011097581,1987-07-19,M,Algérienne
14011097582,1991-06-13,M,Algérienne
14011097584,1992-03-20,M,Algérienne
14011097585,1991-08-07,M,Algérienne
14011097587,1991-07-16,M,Algérienne
14011097588,1991-10-07,M,Algérienne
14011097593,1992-04-10,M,Algérienne
14011097595,1991-12-19,M,Algérienne
14011097597,1990-10-29,M,Algérienne
14011097601,1991-08-14,M,Algérienne
